conversation_id_str;created_at;full_text;category;jenis_program
1,7961E+18;Thu May 30 08:25:03 +0000 2024;Merespon bencana banjir bandang yang menggenangi daerah Demak Perumnas @infoperumnas melalui Program Tanggung Jawab Sosial dan Lingkungan beserta Proyek Semarang #PerumnasTanggapBencanaBanjir berangkat ke lokasi bencana untuk memberikan serta menyalurkan bantuan https://t.co/6pEzLATBkM;1;Bantuan Langsung Tunai (BLT)
1,79609E+18;Thu May 30 07:55:16 +0000 2024;Dalam rangka memperingati Hari Ulang Tahun (HUT) Bhayangkara ke-78 Jajaran Polda Sumsel Polrestabes Palembang sampai dengan tingkat Polsek salah satunya Polsek Kalidoni menggelar kegiatan sosial berupa pemberian bantuan sembako kepada warga yang membutuhkan. @divisihumaspolri https://t.co/jopEVIKebG;1;Bantuan Langsung Tunai (BLT)
1,79607E+18;Thu May 30 06:41:13 +0000 2024;BUTUH BANTUAN SOSMED? SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK? AKUN INSTAGRAM AKUN GAME UBAH NILAI ABSEN FB TWITTER DLL JASAHACK #hackig #jasahack #zonauang https://t.co/uI3C5WKn2R;1;Bantuan Langsung Tunai (BLT)
1,79607E+18;Thu May 30 06:39:18 +0000 2024;BUTUH BANTUAN SOSMED? SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK? AKUN INSTAGRAM AKUN GAME UBAH NILAI ABSEN FB TWITTER DLL JASAHACK #hackig #jasahack #zonauang https://t.co/yYnglpVKRK;1;Bantuan Langsung Tunai (BLT)
1,79607E+18;Thu May 30 06:38:51 +0000 2024;BUTUH BANTUAN SOSMED? SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK? AKUN INSTAGRAM AKUN GAME UBAH NILAI ABSEN FB TWITTER DLL JASAHACK #hackig #jasahack #zonauang https://t.co/EK5L1JNc7Z;1;Bantuan Langsung Tunai (BLT)
1,79607E+18;Thu May 30 06:29:56 +0000 2024;Cegah Stunting Balita di Gianyar dapat Bantuan PKK Prov Bali Tim Penggerak PKK Provinsi Bali menggelar aksi sosial yang dipusatkan di Wantilan Banjar Temesi Gianyar Kamis (30/5) pagi. Kegiatan yang bertajuk Berkunjung dan Berbagi Penjabat Ketua Tim Penggerak PKK Provinsi;1;Bantuan Langsung Tunai (BLT)
1,79607E+18;Thu May 30 06:28:46 +0000 2024;Melalui program ini Bank Mandiri berikan pelatihan dan ragam bantuan yang berfokus pada sarana umum pendidikan dukungan UMKM kesehatan dan sosial kemasyarakatan bagi masyarakat di Desa Bungintende Kecamatan Bungku Selatan Kabupaten Morowali Sulawesi Tengah 🇮🇩;1;Bantuan Langsung Tunai (BLT)
1,79605E+18;Thu May 30 05:32:02 +0000 2024;Melalui program ini Bank Mandiri berikan pelatihan dan ragam bantuan yang berfokus pada sarana umum pendidikan dukungan UMKM kesehatan dan sosial kemasyarakatan bagi masyarakat di Desa Bungintende Kecamatan Bungku Selatan Kabupaten Morowali Sulawesi Tengah 🇮🇩;1;Bantuan Langsung Tunai (BLT)
1,79605E+18;Thu May 30 05:24:21 +0000 2024;Melalui program ini Bank Mandiri berikan pelatihan dan ragam bantuan yang berfokus pada sarana umum pendidikan dukungan UMKM kesehatan dan sosial kemasyarakatan bagi masyarakat di Desa Bungintende Kecamatan Bungku Selatan Kabupaten Morowali Sulawesi Tengah 🇮🇩;1;Bantuan Langsung Tunai (BLT)
1,79605E+18;Thu May 30 05:17:04 +0000 2024;Bank Mandiri bersama Kementerian BUMN konsisten mengadakan program Tanggung Jawab Sosial Lingkungan (TJSL) salah satunya melalui kegiatan bertajuk Mandiri Sahabat Desa Melalui program ini Bank Mandiri berikan pelatihan dan ragam bantuan yang berfokus pada sarana umum - https://t.co/AmkePXyBdF;1;Bantuan Langsung Tunai (BLT)
1,79605E+18;Thu May 30 05:12:41 +0000 2024;Bank Mandiri bersama Kementerian BUMN konsisten mengadakan program Tanggung Jawab Sosial Lingkungan (TJSL) salah satunya melalui kegiatan bertajuk Mandiri Sahabat Desa Melalui program ini Bank Mandiri berikan pelatihan dan ragam bantuan yang berfokus pada sarana umum https://t.co/HzDArcjkN6;1;Bantuan Langsung Tunai (BLT)
1,79579E+18;Thu May 30 05:12:24 +0000 2024;@tanyakanrl https://t.co/irlUGMyfmE Haloo semuanya kami mohon bantuan nya untuk mengisi quisioner kami guna memenuhi tugas kuliah stastika sosial.;1;Bantuan Langsung Tunai (BLT)
1,79602E+18;Thu May 30 03:32:21 +0000 2024;Malang - Klien Bapas Malang Kanwil Kemenkumham Jatim telah menerima bantuan dari Sentra Terpadu Prof. Dr. Soeharso Surakarta Kementerian Sosial pada Rabu (29/5). Bantuan tersebut diberikan kepada Klien melalui LKSA Robbani yang merupakan salah satu Pokmas Lipas Bapas Malang. https://t.co/6KYcdCwGzn;1;Bantuan Langsung Tunai (BLT)
1,79602E+18;Thu May 30 03:27:45 +0000 2024;Cara Mendapatkan Layanan Bantuan Sosial Kesehatan (Bansoskes) ;1;Bantuan Langsung Tunai (BLT)
1,79601E+18;Thu May 30 02:40:24 +0000 2024;Paska Insiden Kakak Beradik Bunuh Diri Dinas Sosial Buleleng Rilis Bantuan untuk Anak-AnakYatim Piatu https://t.co/noJW66W5Gm;1;Bantuan Langsung Tunai (BLT)
1,79601E+18;Thu May 30 02:36:24 +0000 2024;Menteri sosial menolak buat ngasih bantuan sosial maksudnya gmn;1;Bantuan Langsung Tunai (BLT)
1,79598E+18;Thu May 30 02:07:52 +0000 2024;kalo dari artikel di atas saat ini emang ada tiga program sosial dari pemerintah -Program Keluarga Harapan (PKH) -Bantuan Pangan Non Tunai (BPNT) - Bantuan Bertujuan Lanjut Usia (BanTu LU) tapi yg spesifik ke lansia cm satu cakupannya pun kecil dan ga tepat sasaran;1;Bantuan Langsung Tunai (BLT)
1,79599E+18;Thu May 30 01:20:13 +0000 2024;Selain hunian layak Kemensos juga memberikan bantuan kewirausahaan kepada lansia yang masih produktif seperti berjualan makanan tradisional dan warung kelontong. #HLUN2024 #LansiaTerawatIndonesiaBermartabat #Kemensos;1;Bantuan Langsung Tunai (BLT)
1,79598E+18;Thu May 30 01:04:27 +0000 2024;Polri Peduli Sesama Polsek Kapuas Hulu Door To Door Berikan Bantuan Sosial Untuk Warga Kurang Mampu https://t.co/DAfFRZBsD4;1;Bantuan Langsung Tunai (BLT)
1,79586E+18;Thu May 30 00:12:56 +0000 2024;@convomf buat tau keadaan di luar dan nyebarin info soal gerakan boikot bantuan sosial dan segala macemnya;1;Bantuan Langsung Tunai (BLT)
1,79565E+18;Wed May 29 23:07:49 +0000 2024;@RadioElshinta pencuri ini bikin kesel banget tapi yg mukulin sampe babak belur pasti g bakal mukulin koruptor sampe babak belur apalagi klo koruptornya rajin keluarin shodaqoh bantuan sosial atau sejenisnya;1;Bantuan Langsung Tunai (BLT)
1,79595E+18;Wed May 29 22:55:14 +0000 2024;Warga awam Gaza dibunuh kejam dengan tembakan senjata api sewaktu menunggu bantuan makanan. Pihak berkuasa Zionist Israel berkerja keras untuk memadam/mengeluarkan video spt ini dr media sosial utk menutup kezaliman mereka. ikuti kabar terbaru PALESTINA #israhellaknatullahalaik https://t.co/tsK0hRHejE;1;Bantuan Langsung Tunai (BLT)
1,79589E+18;Wed May 29 18:30:00 +0000 2024;Kementerian Sosial serahkan bantuan senilai 2 6 milyar di Kecamatan Meurah Mulia https://t.co/mmV4cxfVAN;1;Bantuan Langsung Tunai (BLT)
1,79587E+18;Wed May 29 17:34:17 +0000 2024;Warga awam Gaza dibunuh kejam dengan tembakan senjata api sewaktu menunggu bantuan makanan. Pihak berkuasa Zionist Israel berkerja keras untuk memadam/mengeluarkan video seperti ini dari media sosial untuk menutup kezaliman mereka. Maka oleh itu mari kita sebar luas edarannya https://t.co/GAPFDi78JT;1;Bantuan Langsung Tunai (BLT)
1,79586E+18;Wed May 29 16:34:21 +0000 2024;Babinsa Kebonagung pada hari Rabu 29 Mei 2024 mulai Pkl. 07.30 Wib s/d 14.00 Wib melaksanakan giat pendampingan dan pengamanan pembagian beras bantuan sosial dengan jumlah 762 KPM (Keluarga Penerima Manfaat) dengan berat 10 kg per karung di GOR Kalurahan Kebonagung Imogiri;1;Bantuan Langsung Tunai (BLT)
1,79583E+18;Wed May 29 15:24:26 +0000 2024;Aku pribadi sebenernya tidak menilai diri ini sebagai orang yg terlalu pemalu atau gak mau bersosial (kepedean). Aku sering minta bantuan ke stranger misal minjem colokan di laundryan wkw Tapi ada juga saat2 tertentu ketika aku merasa kerdil dan sosial anxiety makin menjadi;1;Bantuan Langsung Tunai (BLT)
1,79582E+18;Wed May 29 14:17:55 +0000 2024;Klo di negri ini koruptornya di hukum mati jangankan tapera yg cuma 3% pajak nyampe 50% saja warganya bisa jadi rela Karena tau uang yang terkumpul akan dikembalikan ke rakyat dalam bentuk jaminan sosial bukan bantuan sosial Apalagi klo cuma dijadikan bancakan para penguasa;1;Bantuan Langsung Tunai (BLT)
1,79582E+18;Wed May 29 14:10:05 +0000 2024;cokkk kalo anak dream yg lain gue ga begitu tau TAPI JENO JAEMIN AKTIF BANGET BANTUAN SOSIAL KAN AND MARK LEE??? COKKKK SEORANG MARK LEE BUTA SAMA GENOSIDA INI ADALAH YG GA GUE SANGKA. udh ilang anjir mark segala kekerenan lu geblek;1;Bantuan Langsung Tunai (BLT)
1,7958E+18;Wed May 29 13:52:51 +0000 2024;@Khaylilla_Aya ada layanan yg berbayar. Kalo dari layanan secara umum sama saja sih dgn yg gratis. Cuma ini atas dasar permintaan (yg pada dasarnya blm tentu berhak menerima bantuan sosial). Ada lansia yg suka kabur tapi mereka ternyata adl homeless yg le;1;Bantuan Langsung Tunai (BLT)
1,7958E+18;Wed May 29 12:56:51 +0000 2024;DINAS Sosial Pemberdayaan Perempuan dan Perlindungan Anak (Dinas Sosial P3A) Kebumen Jawa Tengah (Jateng) memberikan bantuan makanan siap saji kepada para lanjut usia (lansia) di seluruh kecamatan. https://t.co/pQb3aLST3Q;1;Bantuan Langsung Tunai (BLT)
1,79578E+18;Wed May 29 11:40:38 +0000 2024;Melalui APBN yang bersifat inklusif dan manfaatnya dapat dirasakan seluruh lapisan masyarakat termasuk diantaranya lansia melalui program bantuan sosial PKH untuk komponen lansia usia 70 tahun pada APBN 2023.;1;Bantuan Langsung Tunai (BLT)
1,79577E+18;Wed May 29 11:06:37 +0000 2024;Bantuan sumbangan Parlimen Bangi kepada persatuan/kelab/rumah ibadat. -Persatuan Kasih Mahasiswa Malaysia. -Bengkel Sembelihan Pertubuhan Pergerakan Sosial Amal. -Exora owners car club Malaysia. -Persatuan Bekas Penuntut Kota Bharu Teachers College. -Kesatuan Mahasiswa UKM. https://t.co/Suvzcf57ZW;1;Bantuan Langsung Tunai (BLT)
1,79576E+18;Wed May 29 10:13:31 +0000 2024;Yg mau pake chancekarte buat ke Jerman pikir lagi saran gw mending lamar kerja dr Indo atau cr program lain yg duitnya ada. Jgn mau jd pengangguran di Jerman apalagi ngk bakalan dpt bantuan sosial. Udh mah pusing cr kerja mikirin biaya hidup jg nangisin bahasanya udh pasti;1;Bantuan Langsung Tunai (BLT)
1,79575E+18;Wed May 29 09:20:51 +0000 2024;Wakapolsek Babelan Akp Yugo Pambudi bersama Muspika Kec Babelan mendampingi kegiatan PJ Bupati dalam rangka kunjungan Lokasi Rutilahu dan Penyerahan Bantuan Sosial APBD Kab Bekasi Ke Warna Penerima Rutilahu Kec Babelan Kab Bekasi. Rabu (29/05/2024). @DivHumas_Polri https://t.co/gyVqQFXqQj;1;Bantuan Langsung Tunai (BLT)
1,79574E+18;Wed May 29 08:32:46 +0000 2024;Panti Sosial Bina Grahita (PSBG) Belaian Kasih berkolaborasi dengan Baznas dan Indonesian Disability Institute ( INDISI ) dalam program Ngamen &amp;;Bantuan Langsung Tunai (BLT)
1,79573E+18;Wed May 29 08:03:52 +0000 2024;Semoga kegiatan ini menumbuhkan empati dan kepedulian di kalangan pegawai kami serta mempererat silaturahmi dengan masyarakat sekitar. #PajakKuatAPBNSehat #BantuanSosial #KPPMadyaDuaJakartaSelatanII;1;Bantuan Langsung Tunai (BLT)
1,79573E+18;Wed May 29 08:03:07 +0000 2024;Dalam rangka Hari Jadi pada 24 Mei KPP Madya Dua Jakarta Selatan II mengadakan kegiatan bantuan sosial pada Selasa 21 Mei 2024 di Panti Sosial Tresna Werdha Budi Mulia 3 Gandaria Jakarta Selatan. https://t.co/uoQpGHBLM6;1;Bantuan Langsung Tunai (BLT)
1,79571E+18;Wed May 29 07:10:32 +0000 2024;Mungkin yg tweet ni adalah yg muka kena bulat tu kan? Boleh je minta promoter yg bertugas utk bantu jika tgh sibuk jaga media sosial. Pelanggan yg hadir di lokasi bisnes anda perlukan bantuan staff dilokasi perlu ada common sense akn cuba bantu sebaik mungkin. TP anyway ‍️;0;Bantuan Langsung Tunai (BLT)
1,79531E+18;Wed May 29 07:00:08 +0000 2024;@sj_jps Hai Kak. Sumbangan dikecualikan sebagai objek PPh sepanjang: a. hibah bantuan atau sumbangan diberikan kepada: 1. keluarga sedarah dalam garis keturunan lurus satu derajat;;Bantuan Langsung Tunai (BLT)
1,79571E+18;Wed May 29 06:52:51 +0000 2024;Dalam Rangka HLUN Kemensos Serahkan Bantuan Sosial Senilai Rp. 2 6 Miliar di Kecamatan Meurah Mulia - https://t.co/NncFTyQRie #notulanews #beritaterbaru #beritaViral https://t.co/DQ93NQUldE;1;Bantuan Langsung Tunai (BLT)
1,79571E+18;Wed May 29 06:45:23 +0000 2024;Dinas Pemberdayaan Masyarakat Desa Kukar Salurkan Bantuan Sosial ke Panti Asuhan Mishbaa Hun Muniir - https://t.co/8JKhcaWiLs https://t.co/bd405qzxWp;1;Bantuan Langsung Tunai (BLT)
1,7957E+18;Wed May 29 06:23:05 +0000 2024;Bursa Sosial pertama di ASEAN bantu golongan memerlukan #BHbisnes Platform senaraikan program atau projek yang hasilnya akan digunakan untuk kepentingan masyarakat terutama golongan yang perlu kepada bantuan kurang bernasib baik. https://t.co/R8pyWSOQau;1;Bantuan Langsung Tunai (BLT)
1,7957E+18;Wed May 29 06:00:24 +0000 2024;fenomena orang dalam dan jalur titipan sudah menjadi rahasia umum di dunia kerja pendidikan bahkan dalam penyaluran bantuan sosial sudah rusak serusak-rusaknya kehidupan di negeri ini;1;Bantuan Langsung Tunai (BLT)
1,7957E+18;Wed May 29 05:57:04 +0000 2024;Tingkatkan Sinergitas Babinsa Komsos Di Wilayah Teritorial GOWA - Serka Saharuddin Babinsa Koramil 1409-08/Bontonompo melaksanakan Komunikasi Sosial (Komsos) dengan aparat pemerintahan Ppl dan Ketua Poktan membahas tentang bantuan alsintan di desa Romanglasa Kec. Bontonompo. https://t.co/itWeU97YTC;1;Bantuan Langsung Tunai (BLT)
1,79568E+18;Wed May 29 04:43:32 +0000 2024;Melalui program PKT Proaktif PKT salurkan bantuan sosial senilai Rp30 Juta sebagai bentuk kepedulian korban kebakaran di Kelurahan Bontang Kuala Kecamatan Bontang Utara.;1;Bantuan Langsung Tunai (BLT)
1,79545E+18;Wed May 29 04:22:49 +0000 2024;@siregar_elang Masyarakat kelas menengah terus digencet. Yg Atas kaum elit punya akses ke anggaran negara enak banyak dpt fasilitas. Korupsi pulak. Yg Bawah dpt bantuan sosial sembako umkm dll Yg Tengah ?;1;Bantuan Langsung Tunai (BLT)
1,79567E+18;Wed May 29 04:10:58 +0000 2024;Unit Tanggung Jawab Sosial dan Lingkungan (TJSL) PT DAHANA menyerahkan bantuan Makanan Tambahan bulan ke-3 untuk balita KEK (Kurang Energi Kronis) di Kabupaten Subang. Kegiatan ini merupakan bagian dari program Kampung Sehat yang digagas oleh unit TJSL. https://t.co/5RI0RAngC8;1;Bantuan Langsung Tunai (BLT)
1,79567E+18;Wed May 29 04:03:01 +0000 2024;Panglima TNI Serahkan Bantuan Sosial dan Kunjungi Situs Bersejarah di Pulau Penyengat https://t.co/bw5I9ZS6it lewat @Bursa Kota;1;Bantuan Langsung Tunai (BLT)
1,79496E+18;Wed May 29 04:00:08 +0000 2024;@CNNIndonesia Awas DATA penting BOCOR Super Apps itu akan mencakup pelayanan digital administrasi kependudukan pendidikan kesehatan kepolisian bantuan sosial dan keimigrasian. Beberapa di antaranya pengurusan SIM STNK paspor hingga BPJS Kesehatan. Apa tid;1;Bantuan Langsung Tunai (BLT)
1,79567E+18;Wed May 29 03:57:03 +0000 2024;Kepedulian Danramil 06/Bajeng Beri Bantuan Untuk Warga Korban Kebakaran GOWA - Danramil 06 Bajeng Kodim 1409/Gowa Kapten Inf Rahmadi menyerahkan bantuan sosial pada warga korban kebakaran di Dusun Renggang Desa Tanabangka Kec. Bajeng Barat Kab. Gowa Rabu (29/5/24). https://t.co/FhDV5j7Vx1;1;Bantuan Langsung Tunai (BLT)
1,79561E+18;Wed May 29 03:40:00 +0000 2024;@RobbySanzz_ @e100ss Keren ko.... Mengurangi jumlah penerima bantuan sosial.;1;Bantuan Langsung Tunai (BLT)
1,79566E+18;Wed May 29 03:37:37 +0000 2024;Info terkini mengenai bantuan Islamic Relief di Gaza. Sebarang pertanyaan lanjut boleh hubungi kami di media sosial atau Whatsapp centre Islamic Relief Malaysia. Fikir KEMANUSIAAN Fikir ISLAMIC RELIEF! #irmkongsi #palestine #emergency #humanity https://t.co/cL2srTHLYw;1;Bantuan Langsung Tunai (BLT)
1,79566E+18;Wed May 29 03:19:04 +0000 2024;Personel Satuan Brimob Polda Aceh Kompi 3 Batalyon B Pelopor bersama dengan anggota TNI menunjukkan sinergitas mereka dengan menyalurkan bantuan sosial kepada masyarakat korban kebakaran di Desa Simpang Bahagie Bertona Kecamatan Bandar Kabupaten Bener Meriah. https://t.co/IAdiDUmOS3;1;Bantuan Langsung Tunai (BLT)
1,79565E+18;Wed May 29 03:11:15 +0000 2024;Giat bhabinkamtibmas Desa Purwadadi Barat pengamanan bantuan sosial pangan di Aula Desa Purwadadi Barat https://t.co/vsLw3GrNf6;1;Bantuan Langsung Tunai (BLT)
1,79564E+18;Wed May 29 02:33:26 +0000 2024;Agar Berjalan Tertib dan Lancar Babinsa Desa Belumbang Koramil 1619-05/Kerambitan Sertu Ida Bagus Ketut Nata bersama Bhabinkamtibmas membantu membagikan bantuan beras dari Kementrian sosial yang diberikan kepada masyarakat Desa Belumbang yang kurang mampu. https://t.co/YsSX81yh3b;1;Bantuan Langsung Tunai (BLT)
1,79564E+18;Wed May 29 01:59:23 +0000 2024;Pengamanan Pembagian Beras Jaga Ketertiban &amp;;Bantuan Langsung Tunai (BLT)
1,79563E+18;Wed May 29 01:42:39 +0000 2024;Tapi isr1wel dengan keji mengebom bahkan membakar hidup2 kawasan padat pengungsi di rafah hari minggu (26/05/24) dan itu jelas jelas sudah termasuk tindakan gen0sid4. Saudara kita membutuhkan bantuan meskipun hanya share di sosial media dan tunjukkan keberpihakan kita.;1;Bantuan Langsung Tunai (BLT)
1,79563E+18;Wed May 29 01:15:42 +0000 2024;Selamat Hari Lanjut Usia Nasional 2024 Bank DKI turut berkontribusi mendukung Pemerintah Kota Jakarta melalui program bantuan sosial KLJ (Kartu Lansia Jakarta) yang bertujuan untuk meningkatkan kesejahteraan lanjut usia dan pengentasan kemiskinan di wilayah kota Jakarta. #BDKI https://t.co/kBXQaJd0WK;1;Bantuan Langsung Tunai (BLT)
1,7956E+18;Tue May 28 23:28:47 +0000 2024;Bhabinkamtibmas Polsek Kenduruan melaksanakan pantau monitoring penyaluran bantuan sosial berupa beras oleh BPN kepada warga kurang mampu di balai desa Sidomukti. @divisihumaspolri @humaspoldajatim @polisi_indonesia @polsekkenduruan #polisi #police #polisiviral #polisijatim https://t.co/qkTbpMCkzY;1;Bantuan Langsung Tunai (BLT)
1,79559E+18;Tue May 28 23:12:48 +0000 2024;Bhabinkamtibmas Bripka Roy Ronal Komara Sandi dari Polsek Majalengka Kota Polres Majalengka Polda Jabar aktif memantau proses pembagian bantuan sosial (Bansos) dari pemerintah di Kelurahan Babakanjawa Kecamatan Majalengka Kabupaten Majalengka. https://t.co/FAoawF0hEg;1;Bantuan Langsung Tunai (BLT)
1,79549E+18;Tue May 28 22:43:34 +0000 2024;@herculep638 Udah pak wapres cabut aja segala bantuan pada tu kampus kampus dibiaya oleh negara tapi tidak tau diri terima kasih dan menghargai. Kemana nilai2 sosial norma2 agama dan visi misi kampusnya?;1;Bantuan Langsung Tunai (BLT)
1,79549E+18;Tue May 28 16:19:07 +0000 2024;Menteri Sosial Tri Rismaharini mengatakan pernikahan yang dicatat secara hukum oleh negara bisa mempermudah pemberian bantuan. https://t.co/0GDsqLdF1P;1;Bantuan Langsung Tunai (BLT)
1,79546E+18;Tue May 28 15:00:48 +0000 2024;@ReverieCSB Kk Soobin gws ya ^^ Menurut gue ga masalah sih kalau kita rely on someone karena pada dasarnya manusia kan makhluk sosial ya. Butuh bantuan manusia lain untuk bertahan hidup. Tapi jangan sampai ketergantungan aja sih kalau emang bisa dikerjain;0;Bantuan Langsung Tunai (BLT)
1,79546E+18;Tue May 28 14:37:19 +0000 2024; Hari Sabtu akan ada UMKM bantuan sosial aksi donor darah serta performing art and music dan penutupan jelasnya. https://t.co/YMMteEeKKp;1;Bantuan Langsung Tunai (BLT)
1,79546E+18;Tue May 28 14:12:46 +0000 2024;Menjalin kebersamaan dan membangun harapan baru! Kegiatan Sosialisasi Penetapan CPB dan Toko Material Bantuan Sosial RUTILAHU di Kel. Sindangpalay dan Kel. Nanggeleng. https://t.co/vuA37CqRmj;1;Bantuan Langsung Tunai (BLT)
1,79545E+18;Tue May 28 13:49:36 +0000 2024;@Hasbil_Lbs Malas kali masyarakat nya ... Dana bantuan sosial aja di korupsi apa lagi proyek proyek begitu;1;Bantuan Langsung Tunai (BLT)
1,79545E+18;Tue May 28 13:33:31 +0000 2024;BUTUH BANTUAN SOSMED? SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK? AKUN INSTAGRAM AKUN GAME UBAH NILAI ABSEN FB TWITTER DLL JASAHACK #hackig #jasahack #zonauang https://t.co/qfLMtI8hau;1;Bantuan Langsung Tunai (BLT)
1,79545E+18;Tue May 28 13:32:35 +0000 2024;BUTUH BANTUAN SOSMED? SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK? AKUN INSTAGRAM AKUN GAME UBAH NILAI ABSEN FB TWITTER DLL JASAHACK #hackig #jasahack #zonauang https://t.co/mMkull8trc;1;Bantuan Langsung Tunai (BLT)
1,79545E+18;Tue May 28 13:28:51 +0000 2024;BUTUH BANTUAN SOSMED? SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK? AKUN INSTAGRAM AKUN GAME UBAH NILAI ABSEN FB TWITTER DLL JASAHACK #hackig #jasahack #zonauang https://t.co/5bB1fVKIPQ;1;Bantuan Langsung Tunai (BLT)
