conversation_id_str;created_at;full_text;category;jenis_program
1,7985E+18;Wed Jun 05 23:53:07 +0000 2024;Setelah di lantik sebagai Penjabat Bupati Buru beberapa waktu lalu Syarif Hidayat melakukan kunjungan kerja pertama ke beberapa desa di Kabupaten Buru dalam rangka program penurunan stunting dan pembagian bantuan sembako. https://t.co/Ocqsvx1fdI https://t.co/CAphp8IVUH;0;Program Sembako
1,79826E+18;Wed Jun 05 08:00:48 +0000 2024;Alhamdulillah setelah adanya aksi baik yang dilakukan kita lakukan bersama bantuan dari temen-temen udah tersalurkan langsung ke Abah Asep Lewat program semua berhak nyaman tim @ayokitapeduli_ udah menyampaikan titipan kalian dalam bentuk santunan tunai dan kebutuhan sembako https://t.co/vWXeNIVlfe;1;Program Sembako
1,79825E+18;Wed Jun 05 06:53:15 +0000 2024;Sahroni: Surya Paloh Tak Tahu Uang Kementan Dipakai Nasdem untuk Program Sembako https://t.co/4veTJhb2nn;0;Program Sembako
1,79777E+18;Tue Jun 04 14:35:51 +0000 2024;@jangandihurt @wortel1907 @tanyakanrl Bisa jadi krn posisinya mereka jd presiden yg memiliki wewenang dan menyesuaikan visi misi mereka kak. At least rasio pajaknya ga setinggi 02 krn masih belasan persen warga kampung bayam ga kegusur program bazar rakya;1;Program Sembako
1,79785E+18;Tue Jun 04 04:41:26 +0000 2024;Ratusan Warga di Tiga Kota Terima Paket Sembako Gratis dari Program CSR PTPN I Regional 4 https://t.co/cGwUG5Q6f4;1;Program Sembako
1,79717E+18;Mon Jun 03 18:04:51 +0000 2024;@convomf Walaupun banyak program yang diusulkan. . Katanya untuk Rakyat tercinta. . Tetapi pajak kian naik. . Harga sembako ikut mencekik. . Para Pejabat Dewan dan Menteri. . Berlomba-lomba untuk korupsi. . . -Angin_Sejuk Kuluk-kuluk-kuluk. . Haiya. . Hai;0;Program Sembako
1,79761E+18;Mon Jun 03 12:40:54 +0000 2024;So soan mw ngasih rumah k rakyat melalui program TAPERA nurunin harga sembako aja gak mampu;0;Program Sembako
1,7966E+18;Fri May 31 17:53:09 +0000 2024;Ada Varian baru gejalanya ubah aturan umur kurang 30 th bisa nyaleg kolektif uang pekerja di bungkus program yg nama nya Tapera gejala lainnya ada yg bakal Naik lagi [TDL BBM Sembako];0;Program Sembako
1,79638E+18;Fri May 31 03:29:38 +0000 2024;@liputan6dotcom buat program yang membuat hati senang banyak orang napa pk...seperti sembako murah...peluang kerja banyak pendidikan murah ..semua pasti akan senang...periode ke 2 gk perlu lagi kampanye..;0;Program Sembako
1,79633E+18;Fri May 31 00:17:47 +0000 2024;@Bambangmulyonoo Ukuran kepala negara benar-2 sbg pemimpin rakyat sesungguhnya adalah dengan berhasilnya membuat program kebutuhan rakyat akan sembako murah listrik gas BBM pupuk murah &amp;0;Program Sembako
1,79616E+18;Thu May 30 12:34:24 +0000 2024;Perlu dicoba Dg tingkat melek huruf warga Jkt 97 5% Pengin lihat kematangan berdemokrasi mayoritas warga jakarta Mayoritas: Lbh tertarik dg kelas sembako pasar murah uang 100-200rb lempar2 kaos &amp;0;Program Sembako
1,79545E+18;Thu May 30 10:09:26 +0000 2024;@StefanAntonio__ Mereka mau akali rakyat.. Uang dicari untk kebutuhan keluarga. Disamping udh ada potongan Program JKM JHT JKK JP. Lalu mau nambah TAPERA. ingat ya bpk...PPN PJK SEMBAKO BBM sudah bpk Naikkan dan rakyat sudh terbebani..lowongan kerja tdk a;0;Program Sembako
1,79607E+18;Thu May 30 09:24:21 +0000 2024;@Eghi_1996 @Seph_Bimo Pemerintah bikin program murah/gratis. Tapi ya dibalik program gratis/murah ada biaya yg gede :pajak. Kalaupun mau pajak bener² ringan ya jgn kaget bakal ada yg naik misal: bensin. Begitu bensin naik apalagi yg naik? Sembako?(2);1;Program Sembako
1,7949E+18;Thu May 30 03:54:58 +0000 2024;@are_inismyname @prabowo @Ndons_Back @bengkeldodo @Bank_Joee_ @Kimberley_PS08 @florieliciouss @DarekaRendy @IrawanRommi @Royan_02 @EL_Mascotte @JordanMihaf Klw menurut saya mending gak ada program makan siang2an gratis .(Program ribet) Mending Cari cara a;1;Program Sembako
1,79586E+18;Wed May 29 16:42:07 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Syaratnya masyarakat hanya perlu membayar paket sembako dengan menggunakan QRIS Pospay #PosIndonesia #PosIND @PosIndonesia https://t.co/NJEIS322w7;0;Program Sembako
1,79586E+18;Wed May 29 16:38:55 +0000 2024;Tertibkan Pembagian Sembako Prajurit Tamalatea Dukung Program Pemerintah dalam Mensejahterakan Masyarakat di Perbatasan RI-PNG https://t.co/Iof5U2ZAKz;0;Program Sembako
1,79582E+18;Wed May 29 14:04:15 +0000 2024;Anggota Polsek Ngancar melaksanakan pengamanan penerimaan sembako program P3KE dari Kemenko PMK di Desa Pandantoyo Kecamatan Ngancar Kabupaten Kediri @divisihumaspolri @humaspoldajatim #polripresisi #polreskediri #kediri https://t.co/saUDCNkCu2;1;Program Sembako
1,79579E+18;Wed May 29 12:00:08 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yg dibanderol Rp60 ribu dg hanya membayar Rp40 ribu. Syaratnya masyarakat hanya perlu membayar paket sembako dengan menggunakan QRIS Pospay. @PosIndonesia #PosIND #PosIndonesia https://t.co/KOljh2R2in;0;Program Sembako
1,79578E+18;Wed May 29 11:46:14 +0000 2024;Anggota Polsek Ngancar melaksanakan pengamanan penerimaan sembako program P3KE dari Kemenko PMK di Desa Pandantoyo Kecamatan Ngancar Kabupaten Kediri @divisihumaspolri @humaspoldajatim #polripresisi #polreskediri #kediri https://t.co/QOr3gc0FRk;0;Program Sembako
1,79578E+18;Wed May 29 11:36:32 +0000 2024;Anggota Polsek Ngancar melaksanakan pengamanan penerimaan sembako program P3KE dari Kemenko PMK di Desa Pandantoyo Kecamatan Ngancar Kabupaten Kediri @divisihumaspolri @humaspoldajatim #polripresisi #polreskediri #kediri https://t.co/qSMnriRw4k;0;Program Sembako
1,79578E+18;Wed May 29 11:26:58 +0000 2024;Anggota Polsek Ngancar melaksanakan pengamanan penerimaan sembako program P3KE dari Kemenko PMK di Desa Pandantoyo Kecamatan Ngancar Kabupaten Kediri @divisihumaspolri @humaspoldajatim #polripresisi #polreskediri #kediri https://t.co/ehISABn09q;0;Program Sembako
1,79577E+18;Wed May 29 10:57:35 +0000 2024;Anggota Polsek Ngancar melaksanakan pengamanan penerimaan sembako program P3KE dari Kemenko PMK di Desa Pandantoyo Kecamatan Ngancar Kabupaten Kediri @divisihumaspolri @humaspoldajatim #polripresisi #polreskediri #kediri https://t.co/q1SE8vTWaB;1;Program Sembako
1,79576E+18;Wed May 29 10:27:58 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Tersedia 500 paket sembako dengan sistem discount yang disiapkan di Pasar Sokaraja. #PosIndonesia @PosIndonesia #PosIND https://t.co/1zIBPUv23P;0;Program Sembako
1,79576E+18;Wed May 29 10:27:14 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Syaratnya masyarakat hanya perlu membayar paket sembako dengan menggunakan QRIS Pospay. @PosIndonesia #PosIndonesia #PosIND https://t.co/D8NgBglkL0;0;Program Sembako
1,79576E+18;Wed May 29 10:25:15 +0000 2024;Program Pasar Akhir Pekan PosPay memberikan kesempatan kepada masyarakat membeli sembako harga murah dengan menggunakan Pospay. Masyarakat tinggal melakukan pembayaran melalui QRIS Pospay. Sangat praktis tentunya. @PosIndonesia #PosIndonesia #PosIND https://t.co/We90mru5GG;1;Program Sembako
1,79575E+18;Wed May 29 09:48:42 +0000 2024;Bacawalkot Regina Andriane Keliling Kota Bogor Gulirkan Program Nyata Sembako Murah https://t.co/k5tqUEwTzn;0;Program Sembako
1,79575E+18;Wed May 29 09:32:23 +0000 2024;Program Pasar Akhir Pekan Pospay @PosIndonesia ini juga menyediakan sembako murah yang bisa dibeli dengan menggunakan Aplikasi Qris Pospay #PosIndonesia #PosIND https://t.co/Z9Poj5mifS;0;Program Sembako
1,79575E+18;Wed May 29 09:30:16 +0000 2024;Pada program Pasar Akhir Pekan Pospay yg digelar @PosIndonesia masyarakat dapat membeli paket sembako dengan harga murah dengan menggunakan aplikasi Qris Pospay. #PosIND #PosIndonesia https://t.co/g3Zi9HHJv1;0;Program Sembako
1,79574E+18;Wed May 29 08:53:15 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Tersedia 500 paket sembako dengan sistem discount yang disiapkan di Pasar Sokaraja. ~~~ @PosIndonesia #PosIndonesia #PosIND https://t.co/BkaVHqx8nc;1;Program Sembako
1,79574E+18;Wed May 29 08:51:55 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Syaratnya masyarakat hanya perlu membayar paket sembako dengan menggunakan QRIS Pospay. ~~~ @PosIndonesia #PosIndonesia #PosIND https://t.co/Vbr8AWKu2B;0;Program Sembako
1,79574E+18;Wed May 29 08:42:50 +0000 2024;Program Pasar Akhir Pekan PosPay memberikan kesempatan kepada masyarakat membeli sembako harga murah dengan menggunakan Pospay. Masyarakat tinggal melakukan pembayaran melalui QRIS Pospay. Sangat praktis tentunya. @PosIndonesia #PosIndonesia #PosIND https://t.co/lyGIp2RMkw;0;Program Sembako
1,79574E+18;Wed May 29 08:42:45 +0000 2024;Dalam program pasar akhir pekan pospay tersebut Tersedia sembako murah yang bisa dibeli dengan menggunakan aplikasi QRIS pospay #PosIndonesia #PosIND https://t.co/iskIXob7Hw;1;Program Sembako
1,79574E+18;Wed May 29 08:32:49 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Syaratnya masyarakat hanya perlu membayar paket sembako dengan menggunakan QRIS Pospay. @PosIndonesia #PosIndonesia #PosIND https://t.co/bGY1TJuHlp;1;Program Sembako
1,79574E+18;Wed May 29 08:32:46 +0000 2024;Panti Sosial Bina Grahita (PSBG) Belaian Kasih berkolaborasi dengan Baznas dan Indonesian Disability Institute ( INDISI ) dalam program Ngamen &amp;1;Program Sembako
1,79573E+18;Wed May 29 08:31:36 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu. Tersedia 500 paket sembako dengan sistem discount yang disiapkan di Pasar Sokaraja. #PosIndonesia @PosIndonesia #PosIND https://t.co/TBby2PYKyX;1;Program Sembako
1,79573E+18;Wed May 29 08:04:02 +0000 2024;Sembako murah yang disediakan di program pasar akhir pekan PosPay #PosIND bisa dibeli dengan menggunakan Aplikasi Qris PosPay #PosIndonesia @PosIndonesia https://t.co/F0kS0boLtt;1;Program Sembako
1,79572E+18;Wed May 29 07:29:34 +0000 2024;PROGRAM PASAR AKHIR PEKAN POSPAY MENYEDIAKAN SEMBAKO MURAH YANG BISA DIBELI MENGGUNAKAN APLIKASI QRIS POSPAY. @PosIndonesia #PosIndonesia #PosIND https://t.co/wade2xZjoF;1;Program Sembako
1,79571E+18;Wed May 29 07:11:26 +0000 2024;Pada program Pasar Akhir Pekan Pospay ini masyarakat dapat membeli paket sembako yang dibanderol Rp60 ribu dengan hanya membayar Rp40 ribu (sistem diskon). #PosIND #PosIndonesia @PosIndonesia https://t.co/7QebSm9JU6;1;Program Sembako
1,79571E+18;Wed May 29 06:46:52 +0000 2024;Program Pasar Akhir Pekan Pospay menyediakan sembako murah yang bisa dibeli menggunakan aplikasi QRIS Pospay #PosIndonesia #PosIND @PosIndonesia https://t.co/W0c3hSxUJ1;1;Program Sembako
1,79569E+18;Wed May 29 05:45:06 +0000 2024;BRI Kanca Lebak Bulus Bagikan Paket Sembako ke Yayasan Mizan Amanah: Alhamdulillah kami dari BRI Kantor Cabang Lebak Bulus mewakili BRI melalui program BRI Peduli menggulirkan bantuan kepada anak yatim piatu di Yayasan Mizan Amanah Cinere kata Juli. https://t.co/fMQst58tBb;1;Program Sembako
1,79568E+18;Wed May 29 04:47:50 +0000 2024;Anggota Polsek Ngancar melaksanakan pengamanan penerimaan sembako program P3KE dari Kemenko PMK di Desa Pandantoyo Kecamatan Ngancar Kabupaten Kediri https://t.co/mdtawLBq14;1;Program Sembako
1,79545E+18;Wed May 29 03:53:23 +0000 2024;@StefanAntonio__ ITU PROGRAM AKAL2ANNYA JOKOWI AJA NGUMPULIN UANG RAKYAT UNTUK MBAYARIN UTANG NEGARA YANG SAMA KEPENTINGAN SENDIRI. MASIH BELUM CUKUP2NYA PAJAK NAIK SUBSIDI DIHILANGKAN SEMUA HARGA2 SEMBAKO NAIK TAMBAH KAGI KALAU UKT JADI NAIK YA RAKYAT JU;0;Program Sembako
1,79511E+18;Tue May 28 22:43:02 +0000 2024;@mas_veel Cerita mu omongan kosong program makan gratis gak yg harus dilakukan penguasa itu program turunkan harga harga sembako supaya orang miskin bisa sarapan makan bergizi. Otak mu Kardun kali ya.;0;Program Sembako
1,79505E+18;Tue May 28 12:45:22 +0000 2024;@BuBandi @DokterTifa Emang kmarin2 sbelum ada program mkn siang gratis sbelum belajar ank2 perut pd kosong gk PD mkan. Presiden 02 PD bsa mkn bgitu. Gratis jga kagak itu uang rakyat jg yg d pake blm pelaksanaan nnti amburadul. Ngurus minyak gula beras dan;0;Program Sembako
1,79541E+18;Tue May 28 11:03:04 +0000 2024;Pemerintah melalui Kementerian Sosial (Kemensos) melanjutkan pemberian bantuan sosial (bansos) tunai program Sembako dan Program Keluarga Harapan (PKH) kepada Keluarga Penerima Manfaat (KPM) @PosIndonesia #PosIndonesia #PosIND https://t.co/7ZAX1nDKGB;1;Program Sembako
1,7954E+18;Tue May 28 10:01:42 +0000 2024;Pendamping PKH di Belitung Puji Kelancaran Penyaluran Bansos oleh Pos Indonesia: Penyaluran bantuan sosial (bansos) sembako dan Program Keluarga Harapan (PKH) oleh PT Pos Indonesia (Persero) mencakup daerah 3T (terluar terdepan tertinggal). Salah https://t.co/75SFFgyVpW https://t.co/QAqy4212z5;1;Program Sembako
1,79538E+18;Tue May 28 09:12:42 +0000 2024;Pemerintah melalui Kementerian Sosial (Kemensos) melanjutkan pemberian bantuan sosial (bansos) tunai program Sembako dan Program Keluarga Harapan (PKH) kepada Keluarga Penerima Manfaat (KPM) #PosIndonesia #PosIND @PosIndonesia https://t.co/s5y6V8dKii;1;Program Sembako
1,79509E+18;Mon May 27 16:47:41 +0000 2024;@Yurissa_Samosir @aepsuprianata72 @DokterTifa Warga Jakarta pun masih banyak yg berkhianat sama pak Anis masih banyak yg lebih memilih sembako daripada tawaran program pak Anis. jakarta itu gak cmn kampung bayam berat rasanya klo di luar wilayah itu msh b;1;Program Sembako
